ID,Place (x),Knowledge (y),Action (z),K5Name
3726,-0.188,0.000,-0.125,Small Green Steps
3765,-0.500,-0.188,-0.313,Small Green Steps
3775,-0.188,-0.125,-0.125,Small Green Steps
3842,-0.813,-0.250,-0.313,Small Green Steps
3843,-0.313,-0.063,-0.188,Small Green Steps
3854,-0.188,0.000,-0.188,Small Green Steps
3964,-0.500,0.188,-0.188,Small Green Steps
4043,-0.188,-0.188,-0.250,Small Green Steps
4047,-0.125,0.000,-0.188,Small Green Steps
4063,-0.438,-0.375,-0.625,Small Green Steps
4064,-0.125,-0.125,-0.250,Small Green Steps
4065,-0.063,-0.313,-0.375,Small Green Steps
4067,0.000,-0.125,-0.188,Small Green Steps
4074,-0.375,-0.063,-0.500,Small Green Steps
4075,-0.750,-0.125,-0.313,Small Green Steps
4079,-0.063,-0.250,-0.313,Small Green Steps
4097,-0.188,0.375,-0.500,Small Green Steps
4177,-0.125,0.000,-0.250,Small Green Steps
4184,-0.375,-0.188,-0.250,Small Green Steps
4186,-0.125,-0.063,-0.250,Small Green Steps
4199,-0.063,-0.125,-0.188,Small Green Steps
4232,-0.375,0.063,-0.063,Small Green Steps
4252,0.000,0.000,-0.250,Small Green Steps
4292,-0.438,-0.063,-0.250,Small Green Steps
4325,-0.500,-0.063,-0.250,Small Green Steps
4339,-0.500,0.063,-0.125,Small Green Steps
4340,-0.563,-0.188,-0.313,Small Green Steps
4342,-0.188,0.125,-0.125,Small Green Steps
4345,-0.188,0.125,-0.125,Small Green Steps
4348,-0.313,-0.125,-0.188,Small Green Steps
4354,-0.375,0.125,-0.375,Small Green Steps
4357,0.000,0.000,-0.313,Small Green Steps
4358,-0.313,0.000,-0.188,Small Green Steps
4375,-0.125,0.125,-0.313,Small Green Steps
4388,-0.375,-0.125,-0.313,Small Green Steps
4396,-0.375,-0.063,-0.313,Small Green Steps
4408,-0.188,0.063,-0.375,Small Green Steps
4426,-0.313,-0.125,-0.438,Small Green Steps
4433,-0.063,-0.063,-0.063,Small Green Steps
4451,-0.563,0.125,-0.125,Small Green Steps
4455,-0.188,-0.125,-0.125,Small Green Steps
4488,-0.188,0.063,-0.125,Small Green Steps
4491,-0.063,0.125,-0.125,Small Green Steps
4498,-0.250,-0.250,-0.250,Small Green Steps
4510,0.000,0.000,-0.125,Small Green Steps
4512,-0.125,0.000,-0.125,Small Green Steps
4513,-0.188,-0.063,-0.250,Small Green Steps
4515,-0.188,-0.063,-0.063,Small Green Steps
4522,-0.438,0.000,0.000,Small Green Steps
4523,0.000,0.063,-0.250,Small Green Steps
4525,-0.250,0.063,-0.188,Small Green Steps
4530,-0.063,0.188,-0.313,Small Green Steps
4554,-0.188,-0.125,-0.313,Small Green Steps
4581,-0.688,-0.188,-0.250,Small Green Steps
4595,-0.250,0.063,-0.438,Small Green Steps
4598,-0.125,-0.188,-0.188,Small Green Steps
4599,-0.125,-0.188,-0.188,Small Green Steps
4619,-0.500,-0.063,-0.125,Small Green Steps
4620,-0.188,0.250,-0.313,Small Green Steps
4624,-0.250,0.000,-0.188,Small Green Steps
4625,-0.563,0.125,-0.938,Small Green Steps
4627,-0.438,0.125,-0.188,Small Green Steps
4635,0.000,-0.063,-0.188,Small Green Steps
4692,-0.063,-0.063,-0.250,Small Green Steps
4693,-0.063,-0.063,-0.250,Small Green Steps
4722,0.063,0.000,-0.313,Small Green Steps
4739,-0.438,0.063,-0.313,Small Green Steps
4742,-0.250,0.063,-0.125,Small Green Steps
4751,0.000,-0.125,-0.125,Small Green Steps
4770,-0.438,-0.063,-0.188,Small Green Steps
4804,-0.500,-0.250,-0.500,Small Green Steps
4806,-0.625,0.188,-0.313,Small Green Steps
4808,-0.063,0.125,-0.313,Small Green Steps
4816,-0.125,-0.125,-0.125,Small Green Steps
4817,0.000,0.125,-0.375,Small Green Steps
4819,-0.313,0.063,-0.250,Small Green Steps
4821,-0.375,-0.188,-0.688,Small Green Steps
4869,-0.375,-0.250,-0.500,Small Green Steps
4874,-0.188,0.125,-0.313,Small Green Steps
4876,-0.313,0.125,-0.250,Small Green Steps
4890,0.000,0.063,-0.375,Small Green Steps
4908,0.125,-0.063,-0.500,Small Green Steps
4941,-0.063,0.313,-0.313,Small Green Steps
4946,-0.250,0.125,-0.125,Small Green Steps
4950,-0.188,0.000,-0.250,Small Green Steps
4958,-0.125,0.063,-0.125,Small Green Steps
4959,0.125,-0.125,-0.188,Small Green Steps
4961,-0.250,-0.063,-0.125,Small Green Steps
4963,-0.063,-0.313,-0.313,Small Green Steps
4980,-0.063,-0.063,-0.188,Small Green Steps
4982,0.000,0.000,-0.125,Small Green Steps
4985,-0.063,0.000,-0.125,Small Green Steps
4990,-0.063,0.000,-0.063,Small Green Steps
4996,-0.188,0.000,-0.375,Small Green Steps
5004,-0.250,0.063,-0.188,Small Green Steps
5008,0.063,0.125,-0.313,Small Green Steps
5011,-0.125,-0.063,-0.063,Small Green Steps
5015,-0.188,0.000,-0.063,Small Green Steps
5016,-0.063,-0.188,-0.188,Small Green Steps
5017,-0.188,-0.125,-0.188,Small Green Steps
5019,-0.375,0.063,-0.125,Small Green Steps
5022,-0.125,-0.063,-0.063,Small Green Steps
5025,-0.125,0.125,-0.438,Small Green Steps
5028,-0.375,0.000,-0.063,Small Green Steps
5031,-0.313,-0.375,-0.563,Small Green Steps
5036,0.000,-0.125,-0.688,Small Green Steps
5045,-0.250,0.125,-0.313,Small Green Steps
